8,364,715,
384,387,384,3,-3,-246,379,373,368,364,717,
384,387,384,3,-3,-246,379,374,368,364,717,
384,387,384,4,-3,-248,379,373,368,364,716,
384,387,384,2,-3,-246,381,375,372,367,715,
384,388,384,3,-2,-246,378,373,367,364,716,
385,387,384,4,-3,-244,379,373,368,364,717,
384,386,384,4,-2,-246,379,374,368,364,717,
385,388,384,3,-2,-245,379,373,368,364,717,
385,389,384,3,-2,-246,379,374,368,364,717,
384,387,384,3,-2,-247,379,374,368,364,717,
384,387,384,3,-4,-245,381,375,372,367,716,
385,388,384,3,-3,-245,378,373,367,364,717,
384,387,384,4,-2,-247,379,373,368,364,716,
384,387,384,3,-3,-246,379,373,368,364,717,
384,387,384,3,-2,-246,379,373,368,364,716,
385,387,384,3,-2,-247,381,375,372,366,716,
384,387,384,5,-3,-247,378,373,367,364,716,
384,387,384,3,-1,-243,379,373,368,364,717,
384,388,383,4,-2,-246,379,373,368,364,717,
385,388,384,3,-3,-247,379,373,368,364,717,
384,387,384,3,-1,-246,379,373,368,364,717,
384,388,384,4,-2,-247,379,374,368,364,717,
385,387,384,3,-3,-246,381,375,372,367,716,
384,388,384,4,-3,-246,378,373,367,364,717,
384,387,384,3,-2,-245,378,373,367,363,717,
384,387,384,3,-2,-245,379,373,368,364,717,
383,387,384,4,-2,-245,379,373,368,364,716,
385,388,384,3,-2,-246,379,373,368,364,717,
384,387,384,3,-1,-246,379,373,368,364,716,
384,387,384,4,-3,-245,379,373,371,366,717,
385,387,384,2,-2,-247,379,373,367,364,717,
384,387,384,4,-3,-245,379,373,368,364,717,
384,387,384,4,-3,-247,379,373,368,364,717,
385,387,384,3,-2,-246,379,373,368,364,717,
385,387,383,3,-2,-246,379,373,368,364,715,
384,388,384,2,-3,-247,379,374,368,364,717,
384,387,384,3,-1,-247,379,374,368,364,717,
384,388,384,5,-4,-246,379,374,368,364,717,
385,387,384,3,-2,-248,379,374,369,364,717,
384,387,384,4,-2,-245,379,374,369,365,717,
383,387,384,4,-2,-247,379,374,369,365,716,
384,387,384,5,-2,-246,379,374,369,365,717,
384,388,384,3,-3,-246,379,373,368,364,716,
384,388,384,3,-2,-246,379,373,368,364,717,
384,387,384,3,-2,-247,379,374,368,364,717,
384,387,384,4,-3,-248,381,375,372,367,716,
385,388,384,3,-2,-246,378,373,367,364,717,
384,387,384,3,-2,-244,379,373,368,364,717,
384,387,384,3,-1,-246,379,373,368,364,717,
385,388,384,3,-2,-248,379,373,368,364,717,
384,387,383,4,-2,-248,380,375,368,364,716,
384,388,384,4,-1,-244,378,373,368,364,717,
384,387,384,3,-2,-246,379,373,368,364,717,
385,387,384,2,-1,-245,378,373,368,364,716,
384,387,384,2,-2,-246,379,373,368,364,716,
384,386,383,4,-2,-246,378,373,368,364,717,
384,387,383,4,-3,-245,378,373,368,364,717,
384,387,384,4,-2,-247,380,375,371,364,716,
384,387,384,3,-2,-246,378,373,368,364,716,
384,387,384,2,-2,-244,380,375,372,366,716,
384,388,384,4,-2,-247,378,373,367,364,717,
384,388,384,3,-4,-247,378,373,367,363,717,
385,387,384,3,-2,-246,378,373,367,363,717,
384,386,384,4,-3,-247,379,373,368,364,717,
385,387,384,4,-3,-247,380,375,372,366,717,
384,388,384,4,-3,-247,378,373,367,364,715,
384,387,383,3,-2,-246,378,373,367,363,716,
385,387,384,4,-3,-247,379,373,368,364,716,
384,387,383,3,-3,-246,379,373,368,364,716,
