,362,472,
381,389,382,2,-7,-259,377,372,367,362,472,
381,389,382,2,-7,-257,378,372,367,363,472,
381,389,382,2,-7,-257,378,373,367,363,472,
381,389,382,3,-7,-258,378,373,368,363,472,
381,389,382,2,-7,-260,377,372,367,363,471,
382,390,382,2,-8,-257,378,373,368,363,472,
381,389,382,2,-6,-258,378,373,368,363,472,
381,389,382,2,-7,-258,378,373,368,363,472,
381,390,382,2,-6,-258,378,373,368,363,472,
381,389,383,1,-6,-258,378,373,368,363,472,
381,389,382,2,-7,-257,378,373,368,363,471,
382,390,382,2,-6,-257,378,373,368,363,471,
381,389,382,1,-4,-258,378,373,368,363,471,
381,389,382,1,-8,-257,378,373,368,363,471,
381,389,382,2,-6,-259,378,373,368,363,471,
381,389,382,2,-7,-258,378,373,368,363,471,
381,389,382,3,-7,-257,378,373,368,363,472,
381,389,382,2,-7,-257,378,373,368,363,471,
381,390,382,2,-8,-259,378,373,368,363,471,
381,389,382,3,-7,-257,378,373,368,363,471,
381,389,382,2,-7,-257,377,373,368,363,471,
381,389,382,2,-8,-258,378,373,368,363,472,
381,389,382,1,-8,-257,378,373,368,363,471,
381,389,382,2,-7,-259,378,373,368,363,472,
381,389,382,2,-7,-258,378,373,368,363,471,
381,389,382,2,-7,-257,378,373,368,363,472,
381,389,382,2,-7,-258,378,373,368,363,472,
381,389,382,2,-7,-257,378,373,368,363,472,
381,389,382,2,-6,-260,377,372,367,363,472,
381,389,383,2,-8,-258,378,373,368,363,471,
381,390,382,2,-6,-257,377,372,367,363,471,
381,389,383,2,-7,-257,378,372,367,363,472,
381,389,382,2,-7,-259,378,372,367,363,471,
381,389,383,1,-7,-259,378,373,368,363,472,
381,389,382,2,-6,-256,378,373,368,363,471,
381,389,382,2,-7,-257,378,373,368,363,472,
381,389,382,2,-8,-256,378,373,368,363,471,
381,390,382,2,-7,-258,378,373,368,363,472,
381,389,382,3,-6,-258,377,372,368,363,471,
381,389,382,1,-7,-257,377,372,367,363,472,
381,389,382,2,-8,-258,378,372,367,363,472,
381,389,382,3,-8,-257,378,373,368,363,472,
381,390,382,2,-7,-257,378,373,368,363,471,
381,390,382,2,-7,-258,378,373,368,363,471,
381,389,382,2,-7,-258,378,373,368,363,472,
381,389,382,2,-7,-260,377,372,367,363,471,
381,390,382,2,-7,-256,378,372,367,363,472,
381,389,382,1,-6,-258,378,372,367,363,471,
381,389,382,2,-7,-258,377,372,367,363,472,
381,389,383,1,-7,-259,378,372,367,363,472,
381,389,382,2,-6,-258,377,372,367,363,471,
381,389,382,1,-7,-256,378,372,367,363,472,
381,389,382,2,-6,-257,378,373,367,363,472,
381,389,382,2,-7,-256,378,372,367,363,472,
382,389,382,2,-7,-258,377,372,367,363,472,
381,389,382,1,-7,-257,378,373,368,363,471,
381,389,382,2,-7,-257,378,373,368,363,471,
381,389,382,2,-7,-259,377,372,368,363,472,
381,388,382,2,-8,-257,378,372,368,363,472,
381,389,382,1,-6,-257,377,372,367,363,472,
381,389,382,4,-8,-256,377,372,367,363,472,
381,389,382,1,-6,-257,377,372,367,363,472,
381,389,382,2,-6,-258,377,372,367,363,472,
381,390,382,2,-7,-259,378,372,367,363,471,
382,389,382,3,-7,-258,378,373,367,363,472,
381,389,382,2,-7,-258,378,373,368,363,471,
381,389,382,2,-8,-257,378,373,368,363,472,
382,389,382,2,-6,-259,378,373,368,363,472,
381,389,382,2,-6,-258,377,372,368,363,471,
381,389,382,2,-7,-258,377,372,367,363,472,
381,389,382,2,-8,-257,378,372,367,363,472,
381,389,382,1,-7,-257,378,372,367,363,472,
381,389,382,2,-8,-258,378,373,368,363,472,
381,390,382,2,-7,-259,378,373,368,363,471,
381,390,382,2,-7,-257,378,373,368,363,472,
381,390,383,1,-6,-258,378,373,368,363,472,
381,389,382,2,-7,-258,378,373,368,363,471,
381,390,382,2,-7,-259,378,372,368,363,472,
381,389,382,2,-8,-259,378,373,368,363,472,
381,390,382,2,-6,-258,378,373,368,363,471,
381,390,382,2,-7,-258,378,373,368,363,472,
381,389,382,1,-6,-258,377,372,367,363,472,
381,389,382,2,-7,-258,378,372,367,363,471,
381,388,382,1,-8,-258,378,373,367,363,472,
381,389,382,2,-6,-257,377,372,367,363,471,
381,389,382,2,-8,-256,378,373,368,363,472,
381,389,383,3,-7,-258,378,373,368,363,471,
382,389,382,2,-7,-256,378,373,368,363,472,
381,389,382,3,-6,-258,378,373,368,363,472,
381,389,382,2,-7,-257,378,373,368,363,472,
381,389,382,2,-6,-257,377,372,368,363,471,
381,389,382,2,-7,-257,378,372,367,363,472,
381,389,382,2,-8,-257,377,372,367,363,471,
381,389,382,2,-8,-257,378,373,367,363,471,
381,389,382,2,-7,-258,378,373,368,363,472,
381,389,382,2,-7,-261,378,373,368,363,471,
